timestamp,value
2026-04-11T05:22:03Z,96.3
2026-04-11T05:23:03Z,95.4
2026-04-11T05:24:03Z,94.9
2026-04-11T05:25:03Z,94.6
2026-04-11T05:26:03Z,94.1
2026-04-11T05:27:03Z,94.1
2026-04-11T05:28:03Z,93.6
2026-04-11T05:29:03Z,93.2
2026-04-11T05:30:03Z,92.9
2026-04-11T05:31:03Z,92.9
2026-04-11T05:32:03Z,92.8
2026-04-11T05:33:03Z,92.5
2026-04-11T05:34:03Z,92.8
2026-04-11T05:35:03Z,92.8
2026-04-11T05:36:03Z,92.6
2026-04-11T05:37:03Z,92.2
2026-04-11T05:38:03Z,92.2
2026-04-11T05:39:03Z,92.3
2026-04-11T05:40:03Z,92.2
2026-04-11T05:41:03Z,92.0
2026-04-11T05:42:03Z,92.0
2026-04-11T05:43:03Z,92.0
2026-04-11T05:44:03Z,91.9
2026-04-11T05:45:03Z,91.8
2026-04-11T05:46:03Z,91.8
2026-04-11T05:47:03Z,91.9
2026-04-11T05:48:03Z,91.9
2026-04-11T05:49:03Z,91.8
2026-04-11T05:50:03Z,91.9
2026-04-11T05:51:03Z,92.0
2026-04-11T05:52:03Z,92.4
2026-04-11T05:53:03Z,92.3
2026-04-11T05:54:03Z,92.3
2026-04-11T05:55:03Z,92.3
2026-04-11T05:56:03Z,92.1
2026-04-11T05:57:03Z,92.0
2026-04-11T05:58:03Z,92.1
2026-04-11T05:59:03Z,92.0
2026-04-11T06:00:03Z,91.8
2026-04-11T06:01:03Z,91.8
2026-04-11T06:02:03Z,91.8
2026-04-11T06:03:03Z,92.0
2026-04-11T06:04:03Z,91.9
2026-04-11T06:05:03Z,91.8
2026-04-11T06:06:03Z,50.0
2026-04-11T06:07:03Z,91.8
2026-04-11T06:08:03Z,90.9
2026-04-11T06:09:03Z,90.6
2026-04-11T06:10:03Z,91.1
2026-04-11T06:11:03Z,91.0
2026-04-11T06:12:03Z,91.0
2026-04-11T06:13:03Z,91.0
2026-04-11T06:14:03Z,91.5
2026-04-11T06:15:03Z,92.1
2026-04-11T06:16:03Z,92.3
2026-04-11T06:17:03Z,92.3
2026-04-11T06:18:03Z,93.0
2026-04-11T06:19:03Z,93.3
2026-04-11T06:20:03Z,93.2
2026-04-11T06:21:03Z,93.2
2026-04-11T06:22:03Z,93.0
2026-04-11T06:23:03Z,91.9
2026-04-11T06:24:03Z,91.3
2026-04-11T06:25:03Z,50.0
2026-04-11T06:26:03Z,90.9
2026-04-11T06:27:03Z,90.4
2026-04-11T06:28:03Z,90.0
2026-04-11T06:29:03Z,89.9
2026-04-11T06:30:03Z,89.8
2026-04-11T06:31:03Z,89.8
2026-04-11T06:32:03Z,89.8
2026-04-11T06:33:03Z,89.7
2026-04-11T06:34:03Z,89.7
2026-04-11T06:35:03Z,89.8
2026-04-11T06:36:03Z,89.8
2026-04-11T06:37:03Z,89.9
